統計期,國家/地區別,<b>總計</b>,1.活動物；動物產品,(1)水產品,2.植物產品,(1)食用蔬菜,(2)食用果實及堅果,3.動植物油脂,4.調製食品；飲料及菸酒,(1)調製食品,(2)飲料、酒類及醋,(3)菸及菸葉代用品,5.礦產品,(1)石油煉製品,6.化學品,(1)有機化學品,7.塑膠、橡膠及其製品,(1)塑膠原料,(2)塑膠製品,(3)橡膠及其製品,8.毛皮及其製品,9.木及木製品,10.紙漿；紙及其製品；印刷品,11.紡織品,(1)紗布,12.鞋、帽及其他飾品,13.非金屬礦物製品,14.珠寶及貴金屬製品,15.基本金屬及其製品,(1)鋼鐵及其製品,(2)其他基本金屬及其製品,16.機械及電機設備,(1)電子零組件,(2)機械,(3)電機產品,(4)資通與視聽產品,(5)家用電器,17.運輸工具,18.光學及精密儀器；鐘錶；樂器,(1)光學及精密儀器,19.其他,(1)家具,(2)玩具與運動用品,月,年
106年 9月,歐盟(註2),2184849.0,2015,1002,2265,41,2,2354,12349,5209,7132,－,2370,89,83880,39540,115261,38687,51024,25550,2858,1818,5546,40557,19250,3676,13530,5147,424678,273444,151234,1076801.0,307166,217586.0,140215,402026,9808,246142,68219,63360,75383,18049,29239,9,106
106年 9月,東歐,382711.0,403,303,63,－,－,－,1059,713,346,－,702,2,9244,2456,17360,7190,7376,2794,213,89,1493,8858,3944,366,1766,1,64998,43429,21569,231957.0,61627,44692.0,30478,91889,3271,25149,6682,6572,12308,4021,3987,9,106
106年 9月,非洲,162394.0,10956,10942,232,1,4,54,819,222,597,－,1013,61,13836,5869,27526,19445,5445,2636,56,42,1902,18766,14562,305,766,85,20887,18063,2824,48514.0,4603,24158.0,6841,11553,1359,10377,1523,1421,4735,709,1675,9,106
106年 9月,阿爾及利亞,5209.0,－,－,－,－,－,－,－,－,－,－,－,－,1010,－,775,449,135,191,－,－,－,118,－,－,54,－,768,766,2,1722.0,－,732.0,608,382,－,590,128,85,44,－,36,9,106
106年 9月,安哥拉,874.0,－,－,－,－,－,－,－,－,－,－,－,－,100,100,201,198,3,－,－,7,－,31,－,1,2,－,9,9,－,69.0,－,69.0,－,－,－,－,－,－,454,－,452,9,106
106年 9月,埃及,32644.0,308,308,104,－,－,25,－,－,－,－,－,－,4038,2248,8789,7130,871,788,8,－,463,2108,1706,10,9,－,5166,4607,559,9829.0,1081,4865.0,1296,2416,171,1366,170,151,251,21,53,9,106
106年 9月,南非,55743.0,1295,1292,24,1,－,29,657,166,491,－,8,7,2267,931,10010,7633,1607,770,8,29,458,5845,5027,257,228,85,5802,4069,1733,20843.0,2412,8765.0,3176,6142,348,4728,928,923,2242,486,777,9,106
106年 9月,肯亞,6278.0,－,－,－,－,－,－,－,－,－,－,1,1,431,117,1534,960,483,91,1,－,84,2229,1974,20,93,－,232,199,33,1336.0,－,845.0,127,364,－,199,33,33,85,－,27,9,106
106年 9月,奈及利亞,7830.0,－,－,－,－,－,－,－,－,－,－,21,－,1929,1140,1332,869,220,243,－,－,219,90,52,－,46,－,367,309,58,3005.0,－,2434.0,135,431,5,663,6,6,152,－,2,9,106
106年 9月,大洋洲,347664.0,9473,9455,1142,78,1,165,6621,4983,1551,5,21694,15965,18062,3242,42920,22185,15044,5691,472,372,8134,7980,2185,689,1956,175,70877,47213,23664,86742.0,2094,25996.0,13712,43864,1076,49881,5065,4849,15244,4419,6121,9,106
106年 9月,澳大利亞,242823.0,3447,3435,963,70,1,122,4350,3771,509,－,5335,38,15805,2832,33222,17320,11681,4221,366,275,6594,5774,1689,401,919,157,55379,35276,20103,74151.0,1801,20358.0,12350,38853,789,18436,4661,4506,12466,3456,5387,9,106
106年 9月,巴布亞紐幾內亞,17047.0,240,240,4,3,－,－,7,－,7,－,15877,15876,31,－,132,54,54,24,2,－,2,39,－,28,1,－,354,346,8,167.0,8,85.0,31,40,3,139,15,15,9,－,－,9,106
106年 9月,紐西蘭,45974.0,5,－,90,3,－,37,759,621,138,－,12,12,1954,410,7387,3964,2178,1245,68,7,1119,1428,353,100,838,5,13482,10940,2542,10985.0,205,4941.0,1101,4598,140,4935,338,286,2425,929,602,9,106
114年 6月,亞洲,29454185.0,104652,86663,33013,5247,8346,8327,103723,66204,9835,17282,905627,765251,1071890,432163,930542,573026,273628,83888,22010,5205,98242,351935,299565,14029,123942,219040,1288994,402501,886493,23171155,17568071,1079589,424010,4088260,11225,134495,695965,689394,171399,19752,39072,6,114
114年 6月,中國大陸,8199624.0,25004,13767,2531,129,4,365,15843,11667,3299,90,122253,16409,466955,177917,366952,229363,114976,22613,4744,1146,38252,53794,41324,2725,77255,2015,590605,56787,533818,6038839,4332791,451163,138962,1112071,3852,39411,309505,307871,41430,1777,12648,6,114
114年 6月,香港,6353663.0,5209,4958,3746,165,888,997,22809,17239,1993,2206,25172,25134,40255,998,41683,24834,15039,1810,3864,90,6366,16318,11645,2473,8958,121057,28905,7516,21389,5937315,5382132,23233,66725,464753,472,2154,59898,58222,26394,1046,3483,6,114
114年 6月,日本,2821030.0,23326,21915,19097,4794,6045,705,8684,6113,524,92,28416,20648,127860,40287,133148,68305,50612,14231,2128,1378,13176,21280,11645,2124,17507,57470,197773,104126,93647,1991169,1330147,201845,55962,399754,3461,39693,93232,91492,42864,13162,13947,6,114
114年 6月,南韓,2241638.0,9793,9478,1514,－,1021,860,8075,5944,593,1122,54684,46405,70115,46130,27964,8983,16845,2136,317,304,3254,2229,1038,80,9527,2084,58737,16433,42304,1910863,1619753,64423,16571,208743,1373,6655,66237,65775,8346,354,2728,6,114
114年 6月,新南向18國(註1),10283787.0,43154,38308,7791,164,612,6099,54713,30294,3481,14971,901011,870843,380168,171573,393960,258652,83912,51396,11097,2495,41788,262466,234382,7051,11390,36656,462313,251172,211141,7362903,4902850,364656,151824,1939888,3685,64224,170240,168891,64268,6662,12128,6,114
114年 6月,東協10國,8992387.0,41240,36468,5586,147,386,5349,46344,24186,3014,13772,641910,626001,274347,110847,262832,162045,65760,35027,9936,2134,29191,221038,201144,6473,9015,36402,367474,186601,180873,6797807,4552203,278849,126773,1838204,1778,42422,148007,147071,44880,2672,5250,6,114
114年 6月,泰國,980754.0,23780,23625,455,－,94,300,2850,1806,46,－,1041,114,40648,12807,48493,21407,18678,8408,98,198,5898,23358,19957,1034,953,5220,108136,43623,64513,680937,321491,51030,31029,277031,356,9700,22259,22025,5396,302,368,6,114
114年 6月,馬來西亞,2506681.0,487,469,1023,82,46,2020,10632,6380,1069,2479,101345,99968,35296,12643,31167,17345,7242,6580,126,99,4839,2388,1370,76,1420,7999,71322,42738,28584,2197535,1367362,39766,15898,774156,353,5763,25004,24666,8140,1061,824,6,114
114年 6月,印尼,386946.0,80,6,505,－,－,86,1398,1210,5,－,47062,46837,30298,8363,26051,16270,5888,3893,2407,59,2848,31251,28297,1415,869,300,29134,16618,12516,198640,25426,31328,6460,135374,52,5615,4607,4418,4321,157,252,6,114
114年 6月,菲律賓,431382.0,231,224,547,2,1,337,6637,4511,181,1575,128682,127402,13313,3050,14897,7456,5706,1735,394,121,2913,10046,8602,731,536,341,23574,11622,11952,198465,158423,14971,12834,12046,191,4656,21597,21576,3364,524,672,6,114
114年 6月,新加坡,3286792.0,248,110,936,38,225,2279,8182,7405,582,116,346822,344098,47683,23343,18759,4958,12875,926,72,1517,971,857,238,307,2252,22234,33244,16588,16656,2768274,2084855,91114,25630,566084,591,2397,23051,22957,6707,342,255,6,114
114年 6月,越南,1342834.0,15753,11959,2017,25,－,275,14951,2533,886,8494,16854,7499,101892,50245,119258,91485,14800,12973,5384,122,9544,127953,118872,2641,2830,301,100547,54587,45960,747168,593873,47755,33962,71343,235,8780,51250,51193,15314,280,2851,6,114
114年 6月,汶萊,1304.0,75,75,29,－,20,－,334,129,205,－,－,－,35,32,27,－,26,1,－,－,1,24,1,－,－,－,22,22,－,672,－,29,9,634,－,14,11,11,60,－,－,6,114
114年 6月,緬甸,9375.0,586,－,－,－,－,－,62,62,－,－,－,－,780,292,371,303,68,－,755,－,833,2840,2797,9,141,7,42,23,19,2533,133,1959,76,365,－,76,153,153,187,6,－,6,114
114年 6月,柬埔寨,43019.0,－,－,74,－,－,52,1298,150,40,1108,104,83,1486,72,3809,2821,477,511,700,18,1344,21968,20661,250,14,－,1453,780,673,3580,640,897,875,1168,－,5421,64,61,1384,－,28,6,114
114年 6月,寮國,3300.0,－,－,－,－,－,－,－,－,－,－,－,－,2916,－,－,－,－,－,－,－,－,353,349,10,－,－,－,－,－,3,－,－,－,3,－,－,11,11,7,－,－,6,114
114年 6月,南亞,825069.0,77,77,271,－,－,51,592,91,－,－,33192,30654,90592,55856,97193,79297,10075,7821,950,153,7919,37130,32677,89,1588,－,44148,30570,13578,484286,349545,59094,16941,58557,149,3109,17129,17010,6600,685,558,6,114
114年 6月,印度,692597.0,8,8,187,－,－,－,510,48,－,－,10193,9455,75847,52177,63632,51863,8108,3661,289,102,4005,7449,5699,56,729,－,37315,26439,10876,470727,349469,50049,14395,56686,128,1409,16523,16404,3616,358,501,6,114
114年 6月,巴基斯坦,27904.0,－,－,－,－,－,49,2,－,－,－,1712,5,6116,1096,7893,5728,965,1200,482,－,33,2515,1792,3,596,－,2481,1140,1341,4307,5,1671,2168,456,7,852,153,153,710,27,7,6,114
114年 6月,孟加拉,83740.0,－,－,8,－,－,2,80,43,－,－,21191,21183,7825,2526,22996,20586,709,1701,179,－,3117,15645,13897,13,40,－,3122,2195,927,6849,－,6015,79,755,－,683,214,214,1776,251,－,6,114
114年 6月,斯里蘭卡,20218.0,69,69,76,－,－,－,－,－,－,－,96,11,785,57,2664,1120,285,1259,－,51,554,11514,11282,17,223,－,1226,796,430,2095,69,1275,265,472,14,165,203,203,480,49,50,6,114
114年 6月,尼泊爾,545.0,－,－,－,－,－,－,－,－,－,－,－,－,19,－,8,－,8,－,－,－,145,7,7,－,－,－,4,－,4,308,2,84,34,188,－,－,36,36,18,－,－,6,114
114年 6月,不丹,65.0,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,65,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,6,114
114年 6月,哈薩克,4425.0,－,－,25,－,－,－,－,－,－,－,－,－,38,5,40,6,6,28,－,－,－,11,－,24,4,－,131,1,130,3320,－,249,72,2999,－,266,521,521,45,－,－,6,114
114年 6月,中東,481839.0,947,922,475,176,4,89,2244,1662,582,－,8562,6842,45024,33475,40009,26616,8799,4594,103,50,1518,18534,14234,178,1839,90,37806,25062,12744,247669,100667,56883,15997,72646,1476,56634,6646,6599,13422,1005,8735,6,114
114年 6月,伊朗,2280.0,－,－,－,－,－,－,－,－,－,－,－,－,225,－,519,187,332,－,7,－,82,－,－,－,－,－,429,401,28,875,－,273,597,5,－,121,6,6,16,－,－,6,114
114年 6月,伊拉克,6371.0,－,－,－,－,－,－,31,13,18,－,－,－,130,－,610,－,186,424,－,－,－,62,59,－,31,－,890,718,172,3319,－,2817,502,－,－,784,121,121,393,－,347,6,114
114年 6月,以色列,156265.0,－,－,－,－,－,89,671,632,39,－,1,1,6298,1708,5287,3725,1089,473,26,－,388,590,231,10,252,－,10400,6753,3647,125546,88849,5375,2675,28410,237,2681,3194,3182,832,61,225,6,114
114年 6月,科威特,10766.0,204,179,8,－,－,－,62,62,－,－,－,－,199,153,2079,1301,424,354,－,6,2,130,106,1,26,－,1004,651,353,2068,－,1358,388,248,74,4728,36,36,213,63,54,6,114
114年 6月,阿曼,4757.0,－,－,－,－,－,－,10,10,－,－,－,－,877,559,893,420,387,86,－,－,5,122,61,－,22,－,214,159,55,977,－,416,284,277,－,1401,84,84,152,－,－,6,114
114年 6月,卡達,5353.0,50,50,－,－,－,－,24,7,17,－,－,－,323,－,739,612,46,81,－,14,5,8,－,－,－,－,926,806,120,1026,20,360,95,551,－,2015,25,25,198,－,82,6,114
114年 6月,沙烏地阿拉伯,70859.0,318,318,139,59,－,－,67,67,－,－,－,－,9301,8253,7252,4233,2566,453,－,23,116,2761,1705,－,437,－,7985,5549,2436,9945,－,5047,2150,2516,232,22918,1206,1203,8391,378,7561,6,114
114年 6月,土耳其,99309.0,117,117,43,－,－,－,513,117,396,－,329,270,20072,17356,11536,8802,1329,1405,－,4,71,3061,1476,40,458,－,7266,4793,2473,51891,11470,23605,3628,13153,35,2630,575,573,703,－,219,6,114
114年 6月,阿拉伯聯合大公國,105547.0,258,258,198,74,4,－,200,188,12,－,8232,6571,5747,4135,7875,5476,1717,682,67,3,596,6306,5352,113,568,90,6594,3691,2903,49303,328,16323,5357,26936,359,16284,1144,1114,1969,381,213,6,114
114年 6月,北美洲,17535683.0,19482,17931,15137,3052,340,2791,71740,62217,8900,20,26315,15318,251200,50319,304113,63701,176349,64063,10868,4819,28489,65364,35927,9876,35548,12483,669779,385626,284153,15258778,886703,678228,567434,13107284,19129,310152,203204,192947,235545,80333,95099,6,114
114年 6月,美國,17272837.0,18082,16538,12224,2880,35,2045,63476,54545,8312,20,26283,15308,237733,45659,283179,56090,168400,58689,10035,4758,27465,62736,34341,9500,34941,12474,594823,326389,268434,15168752,873285,654872,551399,13071528,17668,282492,195484,185434,226355,77656,91302,6,114
114年 6月,加拿大,262828.0,1400,1393,2913,172,305,746,8246,7672,570,－,32,10,13467,4660,20934,7611,7949,5374,833,61,1024,2628,1586,376,607,9,74956,59237,15719,90026,13418,23356,16035,35756,1461,27660,7720,7513,9190,2677,3797,6,114
114年 6月,中美洲,1455948.0,465,465,2121,54,1,－,1905,600,1224,－,462,395,9971,1997,33936,17376,12432,4128,9,366,1336,10696,8416,104,1409,421,36588,25494,11094,1302747,191002,32475,35025,1041420,2825,24972,20844,20521,7596,1837,3512,6,114
114年 6月,墨西哥,1396142.0,155,155,50,50,－,－,471,390,－,－,446,383,5533,1922,20142,10358,7426,2358,－,348,865,6747,4928,34,982,413,32110,23040,9070,1286003,186604,27684,32544,1038655,516,17969,19350,19174,4524,836,2419,6,114
114年 6月,南美洲,174172.0,1128,1128,322,3,－,12,824,589,134,－,3,3,15834,3956,29465,15856,6892,6717,31,－,1170,7670,6417,300,1063,15,11246,7445,3801,60509,11989,26819,10874,10245,582,36409,4754,4647,3417,468,1057,6,114
114年 6月,巴西,73622.0,207,207,142,2,－,－,240,170,59,－,－,－,8836,2876,13739,8148,2649,2942,3,－,730,4590,4207,225,487,1,4525,2840,1685,30392,11883,10082,3359,5031,37,6578,1585,1555,1342,207,592,6,114
114年 6月,智利,14399.0,－,－,10,－,－,－,66,53,10,－,－,－,918,169,2207,884,774,549,3,－,52,745,528,8,194,－,1526,830,696,5583,58,2569,1388,1425,143,1798,722,722,567,100,132,6,114
114年 6月,秘魯,14016.0,－,－,－,－,－,－,132,59,25,－,－,－,1735,193,2888,1556,433,899,－,－,159,1006,952,5,10,－,1131,686,445,5528,－,2978,1737,783,30,509,629,618,284,92,21,6,114
114年 6月,歐洲,3416843.0,2309,2297,2821,130,4,412,20624,16724,3849,41,830,286,101710,39358,152226,55520,64191,32515,2969,1974,8156,27180,13540,4161,15714,34871,414269,301297,112972,2127750,351055,273282,195370,1302108,5935,283292,136710,130974,78865,15480,33628,6,114
114年 6月,德國,597274.0,156,156,817,－,－,3,3489,3315,174,－,135,135,13583,2454,25417,5469,14108,5840,187,154,1160,4244,1537,882,3934,25443,60801,40221,20580,343761,115031,49917,37808,139751,1254,63192,29291,27812,20625,5019,7339,6,114
114年 6月,法國,135975.0,－,－,82,11,4,89,1662,1293,369,－,－,－,6139,797,8670,1101,5312,2257,178,37,243,2189,1113,560,1018,246,18526,7816,10710,71241,19827,10918,11359,28874,263,12227,8138,8038,4730,585,1680,6,114
114年 6月,荷蘭,880104.0,173,173,1274,13,－,139,6210,5219,991,－,－,－,29322,14303,35288,13497,13950,7841,557,1440,1016,3253,1604,317,3829,9,47234,29744,17490,627754,23628,64182,32652,506656,636,60358,49458,48723,12473,2519,7183,6,114
114年 6月,英國,299694.0,35,31,285,65,－,5,3994,3037,947,－,－,－,4752,435,17002,6096,8069,2837,333,106,465,3417,1632,364,1112,5498,47997,29964,18033,160234,3339,22015,14230,119567,1083,26305,15601,14863,12189,2641,6056,6,114
114年 6月,俄羅斯,33573.0,－,－,180,－,－,－,249,249,－,－,12,12,2364,71,3429,1094,1835,500,－,83,244,719,604,2,35,－,7846,1992,5854,10192,27,6044,2381,1678,62,2759,2938,2918,2521,80,1681,6,114
114年 6月,奧地利,37715.0,－,－,－,－,－,－,－,－,－,－,3,3,2945,240,818,614,101,103,25,－,12,170,152,6,225,－,2094,1066,1028,26144,7652,4783,7026,6662,21,3180,970,922,1123,40,415,6,114
114年 6月,比利時,180745.0,－,－,4,－,－,－,436,431,5,－,497,－,9516,7626,11881,7080,3511,1290,230,107,24,1706,1267,38,688,43,56784,51770,5014,84525,61582,10427,4562,7938,16,9714,2723,2554,1829,298,506,6,114
114年 6月,匈牙利,62731.0,4,－,6,－,－,－,62,29,33,－,－,－,135,18,1136,27,911,198,10,－,34,278,276,－,10,－,1827,1037,790,46871,13397,1937,4197,27340,－,11315,379,379,664,142,185,6,114
114年 6月,義大利,186057.0,8,4,17,－,－,－,625,416,168,41,121,121,8703,2859,10613,5341,3352,1920,1208,29,2862,3272,1366,767,1821,30,55973,49708,6265,65115,3821,32372,12016,16807,99,21509,9102,8969,4282,759,860,6,114
114年 6月,波蘭,293825.0,－,－,15,－,－,80,99,99,－,－,－,－,3985,1432,9833,5967,2090,1776,8,－,93,1438,1003,85,997,10,15495,12238,3257,243145,9788,10125,26145,197042,45,11868,2996,2982,3678,917,1768,6,114
114年 6月,西班牙,134069.0,980,980,3,－,－,34,359,343,16,－,22,7,7728,6030,5938,2365,2120,1453,45,－,1617,1157,726,154,763,14,34675,31416,3259,45043,1315,10297,13875,18926,630,29766,3126,3078,2645,423,1385,6,114
114年 6月,瑞典,60950.0,－,－,－,－,－,－,162,128,34,－,1,1,856,23,2448,218,1883,347,46,1,110,744,311,208,58,6,20477,14778,5699,29369,11006,3713,3407,11143,100,3251,936,936,2277,644,1023,6,114
114年 6月,瑞士,44832.0,－,－,1,－,－,－,56,－,56,－,1,1,290,44,1264,13,1023,228,14,－,－,324,94,18,4,3522,4436,1932,2504,26836,6064,8978,5709,5631,454,3027,4299,2076,740,28,121,6,114
114年 6月,烏克蘭,6068.0,－,－,68,－,－,－,－,－,－,－,－,－,37,－,314,117,82,115,1,－,－,43,27,37,－,－,636,365,271,4012,207,646,102,3057,－,112,428,428,380,62,71,6,114
114年 6月,歐盟(註2),3011696.0,2113,2105,2280,65,4,407,16641,13781,2819,41,817,273,93543,38803,129664,47835,53052,28777,2610,1777,7443,22465,11197,3299,14557,25851,350756,264997,85759,1912381,340499,233473,171035,1163226,4148,249515,113282,110527,62295,12463,25521,6,114
114年 6月,東歐,571387.0,7,3,328,39,－,80,3167,2161,1006,－,19,12,9249,2125,24488,10177,8063,6248,32,88,465,5265,3075,140,1625,20,41011,24750,16261,428837,53351,29749,42207,302781,749,36437,9086,9052,11043,1925,5006,6,114
114年 6月,非洲,118412.0,6015,6015,492,60,－,9,1025,470,555,－,127,122,9616,3198,22444,15919,4485,2040,21,3,383,7419,6334,4,1029,－,8708,5775,2933,43403,5464,19618,4493,13654,174,12411,2338,2329,2965,519,535,6,114
114年 6月,阿爾及利亞,7902.0,－,－,－,－,－,－,－,－,－,－,－,－,657,67,1777,672,1105,－,－,－,－,39,39,－,464,－,1144,725,419,2369,261,585,954,568,1,658,759,759,35,1,－,6,114
114年 6月,安哥拉,2039.0,－,－,－,－,－,－,－,－,－,－,－,－,－,－,484,484,－,－,－,－,－,－,－,－,－,－,－,－,－,1550,－,1544,1,3,2,－,－,－,5,－,－,6,114
114年 6月,埃及,22298.0,582,582,31,10,－,－,36,36,－,－,－,－,2251,1557,5451,4659,483,309,－,－,17,1837,1671,－,241,－,1301,1055,246,8717,2103,2546,482,3496,90,1242,253,253,339,70,96,6,114
114年 6月,南非,38514.0,2253,2253,366,50,－,9,563,202,361,－,28,23,2928,666,7194,5118,1192,884,10,3,80,1065,875,－,75,－,4677,3397,1280,13652,288,4430,2103,6804,27,3697,856,847,1058,275,173,6,114
114年 6月,肯亞,5624.0,70,70,19,－,－,－,－,－,－,－,－,－,292,－,1397,1119,167,111,－,－,25,1306,1267,－,－,－,56,55,1,2198,33,1429,107,625,4,24,53,53,184,－,－,6,114
114年 6月,奈及利亞,6936.0,－,－,－,－,－,－,－,－,－,－,－,－,694,465,1762,1420,100,242,－,－,18,152,67,－,50,－,73,6,67,2315,70,1845,237,161,2,1501,38,38,333,－,－,6,114
114年 6月,大洋洲,518415.0,8485,8342,7898,30,228,714,9316,6198,1779,1214,251653,238707,15400,4927,37551,19728,9028,8795,214,308,5218,5966,597,512,817,254,52052,34880,17172,84326,2418,28328,8339,43429,1812,19142,5152,4858,13437,3450,6424,6,114
114年 6月,澳大利亞,425628.0,1754,1697,1713,13,90,374,6866,5266,452,1097,219102,214188,13663,4514,27980,13965,6926,7089,201,208,4282,2792,369,483,627,234,42348,27018,15330,71792,790,23603,7379,38286,1734,15235,4706,4412,11268,2791,5986,6,114
114年 6月,巴布亞紐幾內亞,3965.0,－,－,3212,－,－,－,－,－,－,－,－,－,63,52,95,36,55,4,－,53,24,4,－,－,3,－,75,18,57,301,－,247,18,22,14,104,－,－,31,2,－,6,114
114年 6月,紐西蘭,40703.0,83,66,221,4,136,325,911,751,15,102,6807,－,1566,356,5955,3345,1151,1459,10,－,396,1506,192,6,160,20,8343,6983,1360,9018,312,3110,731,4841,24,3458,398,398,1520,514,334,6,114
107年 4月,亞洲,19212812.0,123423,99978,56808,9350,21693,4285,147566,102429,22992,10479,864103,757641,1548950,825340,1488009,1061994,327329,98686,45620,9429,138848,709468,594357,16947,158486,84647,1354869,708243,646626,10934063.0,7957655,1290651,405782,1260875,19100,158772,1151157,1140132,217362.0,36722,44992,4,107
107年 4月,中國大陸,7280853.0,27214,18724,26625,85,20307,1898,52224,37964,11921,527,125957,54751,822379,500339,709408,562785,125651,20972,9606,5127,45342,184610,154313,4558,92059,19206,504033,147333,356700,3742182.0,2340928,687383,165406,542113,6352,47317,803794,800974,57314.0,6687,14056,4,107
107年 4月,香港,3550727.0,5868,4237,5791,304,401,63,18703,15030,2579,845,59756,58696,62258,4033,124921,93718,27139,4064,7953,70,8936,48824,42887,1634,13137,31757,58632,25192,33440,2905767.0,2481918,46007,75791,300469,1582,5508,160965,156150,30184.0,1832,3625,4,107
107年 4月,日本,1787030.0,35033,32332,15915,8494,885,676,6657,5446,321,647,31761,20789,115048,32760,158770,98868,47288,12614,2237,2270,9746,30609,16911,3762,25931,16753,202629,127820,74809,962382.0,621827,135912,54877,144245,5521,39291,74723,73005,52837.0,20126,15198,4,107
107年 4月,南韓,1296398.0,2993,2445,814,155,－,420,21898,20399,786,－,130955,126845,114073,77788,63193,20009,40283,2901,290,277,7140,9553,5290,348,12836,532,95351,64156,31195,779110.0,628670,72556,12250,64342,1292,10376,35098,34469,11141.0,1979,3804,4,107
107年 4月,新南向18國(註1),5535721.0,53620,43465,8776,452,95,1420,50867,26006,7657,8460,546698,523838,461862,214884,462139,303461,97427,61251,25885,1776,71201,440138,376226,6983,15981,16637,545662,378464,167198,2601934.0,1884075,367538,105021,239592,5708,68973,80111,78946,75058.0,9395,10787,4,107
